transaction_id,transaction_date,transaction_time,transaction_qty,store_id,store_location,product_id,unit_price,product_category,product_type,product_detail,revenue
27600,2025-02-18,12:52:41,1,5,Lower Manhattan,38,3.75,Coffee,Barista Espresso,Latte,3.75
27234,2025-02-18,7:26:41,2,3,Astoria,44,2.5,Tea,Brewed herbal tea,Peppermint Rg,5
27352,2025-02-18,8:36:12,2,3,Astoria,41,4.25,Coffee,Barista Espresso,Cappuccino Lg,8.5
27727,2025-02-18,17:23:37,2,5,Lower Manhattan,63,0.8,Flavours,Regular syrup,Carmel syrup,1.6
27536,2025-02-18,10:54:41,2,8,Hell's Kitchen,27,3.5,Coffee,Organic brewed coffee,Brazilian Lg,7
28146,2025-02-19,10:31:46,1,3,Astoria,84,0.8,Flavours,Regular syrup,Chocolate syrup,0.8
28429,2025-02-19,18:36:18,2,3,Astoria,22,2,Coffee,Drip coffee,Our Old Time Diner Blend Sm,4
28022,2025-02-19,9:13:32,1,3,Astoria,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,2.5
28103,2025-02-19,10:14:20,1,3,Astoria,76,3.5,Bakery,Biscotti,Chocolate Chip Biscotti,3.5
28084,2025-02-19,9:57:29,1,8,Hell's Kitchen,72,3.25,Bakery,Scone,Ginger Scone,3.25
27976,2025-02-19,8:42:39,2,3,Astoria,34,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm,4.9
28132,2025-02-19,10:24:58,2,3,Astoria,51,3,Tea,Brewed Black tea,Earl Grey Lg,6
27941,2025-02-19,8:16:41,1,3,Astoria,75,3.5,Bakery,Pastry,Croissant,3.5
28100,2025-02-19,10:13:45,2,3,Astoria,44,2.5,Tea,Brewed herbal tea,Peppermint Rg,5
28021,2025-02-19,9:08:48,1,8,Hell's Kitchen,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg,2.5
28079,2025-02-19,9:56:30,1,5,Lower Manhattan,43,3,Tea,Brewed herbal tea,Lemon Grass Lg,3
27930,2025-02-19,8:08:55,2,8,Hell's Kitchen,32,3,Coffee,Gourmet brewed coffee,Ethiopia Rg,6
28244,2025-02-19,12:30:38,1,5,Lower Manhattan,78,4.5,Bakery,Scone,Scottish Cream Scone ,4.5
27843,2025-02-19,7:21:37,2,5,Lower Manhattan,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,5
28140,2025-02-19,10:27:34,1,3,Astoria,76,3.5,Bakery,Biscotti,Chocolate Chip Biscotti,3.5
28176,2025-02-19,10:52:34,1,3,Astoria,76,3.5,Bakery,Biscotti,Chocolate Chip Biscotti,3.5
28208,2025-02-19,11:24:37,1,5,Lower Manhattan,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg,2.5
28378,2025-02-19,16:54:53,1,5,Lower Manhattan,72,3.25,Bakery,Scone,Ginger Scone,3.25
28412,2025-02-19,18:04:53,1,5,Lower Manhattan,27,3.5,Coffee,Organic brewed coffee,Brazilian Lg,3.5
28300,2025-02-19,14:34:34,1,3,Astoria,1,18,Coffee beans,Organic Beans,Brazilian - Organic,18
28306,2025-02-19,14:38:47,1,3,Astoria,76,3.5,Bakery,Biscotti,Chocolate Chip Biscotti,3.5
28101,2025-02-19,10:13:45,1,3,Astoria,73,3.75,Bakery,Pastry,Almond Croissant,3.75
28055,2025-02-19,9:32:56,2,8,Hell's Kitchen,26,3,Coffee,Organic brewed coffee,Brazilian Rg,6
28177,2025-02-19,10:52:37,2,3,Astoria,33,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg,7
28391,2025-02-19,17:22:14,1,3,Astoria,47,3,Tea,Brewed Green tea,Serenity Green Tea Lg,3
28094,2025-02-19,10:08:52,2,5,Lower Manhattan,44,2.5,Tea,Brewed herbal tea,Peppermint Rg,5
28015,2025-02-19,9:07:22,1,3,Astoria,32,3,Coffee,Gourmet brewed coffee,Ethiopia Rg,3
27819,2025-02-19,7:06:55,1,5,Lower Manhattan,32,3,Coffee,Gourmet brewed coffee,Ethiopia Rg,3
28372,2025-02-19,16:50:45,1,5,Lower Manhattan,34,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm,2.45
28185,2025-02-19,10:59:17,2,8,Hell's Kitchen,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm,4.4
27898,2025-02-19,7:51:57,1,8,Hell's Kitchen,79,3.75,Bakery,Scone,Jumbo Savory Scone,3.75
28268,2025-02-19,13:28:02,2,3,Astoria,48,2.5,Tea,Brewed Black tea,English Breakfast Rg,5
27901,2025-02-19,7:52:00,1,8,Hell's Kitchen,71,3.75,Bakery,Pastry,Chocolate Croissant,3.75
27874,2025-02-19,7:36:57,1,5,Lower Manhattan,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,3.1
28127,2025-02-19,10:23:32,1,8,Hell's Kitchen,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg,2.5
28000,2025-02-19,8:59:18,1,8,Hell's Kitchen,69,3.25,Bakery,Biscotti,Hazelnut Biscotti,3.25
27977,2025-02-19,8:42:43,1,5,Lower Manhattan,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg,2.5
28435,2025-02-19,18:44:38,2,3,Astoria,55,4,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,8
28009,2025-02-19,9:04:17,1,8,Hell's Kitchen,47,3,Tea,Brewed Green tea,Serenity Green Tea Lg,3
27897,2025-02-19,7:51:57,2,8,Hell's Kitchen,41,4.25,Coffee,Barista Espresso,Cappuccino Lg,8.5
28014,2025-02-19,9:07:21,2,8,Hell's Kitchen,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,9
27837,2025-02-19,7:19:41,1,3,Astoria,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg,2.5
28121,2025-02-19,10:21:13,2,3,Astoria,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,9.5
28335,2025-02-19,15:36:19,2,8,Hell's Kitchen,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,9.5
28407,2025-02-19,17:54:26,1,5,Lower Manhattan,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,3.1
28353,2025-02-19,16:24:19,2,8,Hell's Kitchen,30,3,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,6
28424,2025-02-19,18:21:49,1,5,Lower Manhattan,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg,2.5
28291,2025-02-19,14:22:42,1,5,Lower Manhattan,70,3.25,Bakery,Scone,Cranberry Scone,3.25
27841,2025-02-19,7:21:11,1,8,Hell's Kitchen,71,3.75,Bakery,Pastry,Chocolate Croissant,3.75
28246,2025-02-19,12:34:37,1,8,Hell's Kitchen,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg,2.5
29038,2025-02-20,18:31:12,1,3,Astoria,40,3.75,Coffee,Barista Espresso,Cappuccino,3.75
29048,2025-02-20,19:13:31,1,3,Astoria,70,3.25,Bakery,Scone,Cranberry Scone,3.25
29007,2025-02-20,17:02:58,1,5,Lower Manhattan,76,3.5,Bakery,Biscotti,Chocolate Chip Biscotti,3.5
28670,2025-02-20,9:22:42,1,8,Hell's Kitchen,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg,2.5
28942,2025-02-20,14:56:53,1,8,Hell's Kitchen,78,4.5,Bakery,Scone,Scottish Cream Scone ,4.5
28692,2025-02-20,9:36:58,2,8,Hell's Kitchen,40,3.75,Coffee,Barista Espresso,Cappuccino,7.5
28910,2025-02-20,14:05:12,1,8,Hell's Kitchen,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg,3.5
28534,2025-02-20,8:03:25,2,8,Hell's Kitchen,63,0.8,Flavours,Regular syrup,Carmel syrup,1.6
28986,2025-02-20,16:29:24,2,8,Hell's Kitchen,50,2.5,Tea,Brewed Black tea,Earl Grey Rg,5
28602,2025-02-20,8:47:48,3,5,Lower Manhattan,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg,7.5
28924,2025-02-20,14:29:06,1,5,Lower Manhattan,79,3.75,Bakery,Scone,Jumbo Savory Scone,3.75
28488,2025-02-20,7:38:39,2,5,Lower Manhattan,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg,5
28512,2025-02-20,7:53:27,1,5,Lower Manhattan,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,2.55
28547,2025-02-20,8:12:48,1,3,Astoria,71,3.75,Bakery,Pastry,Chocolate Croissant,3.75
28913,2025-02-20,14:12:14,1,3,Astoria,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg,2.5
28533,2025-02-20,8:03:25,2,8,Hell's Kitchen,37,3,Coffee,Barista Espresso,Espresso shot,6
28459,2025-02-20,7:05:26,3,5,Lower Manhattan,35,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg,9.3
28744,2025-02-20,9:59:55,1,3,Astoria,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,3.75
28645,2025-02-20,9:11:52,1,3,Astoria,72,3.25,Bakery,Scone,Ginger Scone,3.25
28762,2025-02-20,10:12:16,1,5,Lower Manhattan,48,2.5,Tea,Brewed Black tea,English Breakfast Rg,2.5
28588,2025-02-20,8:42:38,1,3,Astoria,33,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg,3.5
28605,2025-02-20,8:49:21,1,8,Hell's Kitchen,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,2.5
28506,2025-02-20,7:49:38,1,3,Astoria,12,8.95,Loose Tea,Herbal tea,Peppermint,8.95
29081,2025-02-20,20:44:11,2,8,Hell's Kitchen,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg,7
28996,2025-02-20,16:49:58,1,5,Lower Manhattan,49,3,Tea,Brewed Black tea,English Breakfast Lg,3
28567,2025-02-20,8:24:13,1,3,Astoria,53,3,Tea,Brewed Chai tea,Traditional Blend Chai Lg,3
28615,2025-02-20,8:56:25,2,8,Hell's Kitchen,48,2.5,Tea,Brewed Black tea,English Breakfast Rg,5
28947,2025-02-20,15:00:16,1,3,Astoria,55,4,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,4
29080,2025-02-20,20:42:18,2,8,Hell's Kitchen,24,3,Coffee,Drip coffee,Our Old Time Diner Blend Lg,6
28714,2025-02-20,9:45:27,1,3,Astoria,27,3.5,Coffee,Organic brewed coffee,Brazilian Lg,3.5
28620,2025-02-20,8:58:25,1,8,Hell's Kitchen,43,3,Tea,Brewed herbal tea,Lemon Grass Lg,3
29078,2025-02-20,20:34:59,1,8,Hell's Kitchen,84,0.8,Flavours,Regular syrup,Chocolate syrup,0.8
28769,2025-02-20,10:16:11,1,3,Astoria,72,3.25,Bakery,Scone,Ginger Scone,3.25
28743,2025-02-20,9:59:49,1,8,Hell's Kitchen,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,4.75
28589,2025-02-20,8:43:08,2,5,Lower Manhattan,45,3,Tea,Brewed herbal tea,Peppermint Lg,6
28785,2025-02-20,10:21:42,1,8,Hell's Kitchen,39,4.25,Coffee,Barista Espresso,Latte Rg,4.25
28768,2025-02-20,10:16:11,1,3,Astoria,45,3,Tea,Brewed herbal tea,Peppermint Lg,3
29072,2025-02-20,20:02:16,2,8,Hell's Kitchen,37,3,Coffee,Barista Espresso,Espresso shot,6
28731,2025-02-20,9:54:54,1,8,Hell's Kitchen,39,4.25,Coffee,Barista Espresso,Latte Rg,4.25
29040,2025-02-20,18:49:25,1,3,Astoria,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,2.55
28811,2025-02-20,10:33:39,2,5,Lower Manhattan,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg,5
28496,2025-02-20,7:42:43,1,5,Lower Manhattan,76,3.5,Bakery,Biscotti,Chocolate Chip Biscotti,3.5
28543,2025-02-20,8:12:23,1,3,Astoria,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,3.75
28792,2025-02-20,10:23:05,1,3,Astoria,47,3,Tea,Brewed Green tea,Serenity Green Tea Lg,3
28777,2025-02-20,10:19:35,2,5,Lower Manhattan,87,3,Coffee,Barista Espresso,Ouro Brasileiro shot,6
28666,2025-02-20,9:21:07,2,8,Hell's Kitchen,84,0.8,Flavours,Regular syrup,Chocolate syrup,1.6
28718,2025-02-20,9:48:18,1,8,Hell's Kitchen,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg,2.5
29016,2025-02-20,17:34:14,3,5,Lower Manhattan,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,13.5
28535,2025-02-20,8:03:53,1,3,Astoria,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm,2.2
28929,2025-02-20,14:33:51,1,3,Astoria,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,3.75
29316,2025-02-21,10:02:28,1,8,Hell's Kitchen,44,2.5,Tea,Brewed herbal tea,Peppermint Rg,2.5
29459,2025-02-21,12:38:38,2,5,Lower Manhattan,57,3.1,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,6.2
29140,2025-02-21,8:23:37,2,8,Hell's Kitchen,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,7.5
29466,2025-02-21,13:02:27,2,8,Hell's Kitchen,33,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg,7
29155,2025-02-21,8:28:16,1,3,Astoria,51,3,Tea,Brewed Black tea,Earl Grey Lg,3
29455,2025-02-21,12:27:13,2,8,Hell's Kitchen,63,0.8,Flavours,Regular syrup,Carmel syrup,1.6
29461,2025-02-21,12:44:12,2,5,Lower Manhattan,49,3,Tea,Brewed Black tea,English Breakfast Lg,6
29166,2025-02-21,8:33:25,1,8,Hell's Kitchen,45,3,Tea,Brewed herbal tea,Peppermint Lg,3
29598,2025-02-21,18:07:07,1,5,Lower Manhattan,74,3.5,Bakery,Biscotti,Ginger Biscotti,3.5
29587,2025-02-21,17:42:16,2,8,Hell's Kitchen,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,9.5
29216,2025-02-21,9:05:49,2,8,Hell's Kitchen,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,7.5
29161,2025-02-21,8:30:04,3,5,Lower Manhattan,55,4,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,12
29419,2025-02-21,10:57:50,2,8,Hell's Kitchen,38,3.75,Coffee,Barista Espresso,Latte,7.5
29280,2025-02-21,9:38:02,2,5,Lower Manhattan,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg,5
29563,2025-02-21,16:52:48,1,3,Astoria,27,3.5,Coffee,Organic brewed coffee,Brazilian Lg,3.5
29243,2025-02-21,9:19:58,1,5,Lower Manhattan,40,3.75,Coffee,Barista Espresso,Cappuccino,3.75
29293,2025-02-21,9:46:06,1,5,Lower Manhattan,74,3.5,Bakery,Biscotti,Ginger Biscotti,3.5
29095,2025-02-21,7:25:33,3,5,Lower Manhattan,28,2,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,6
29163,2025-02-21,8:32:20,1,8,Hell's Kitchen,26,3,Coffee,Organic brewed coffee,Brazilian Rg,3
29423,2025-02-21,10:59:44,1,5,Lower Manhattan,34,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm,2.45
29570,2025-02-21,16:59:04,2,8,Hell's Kitchen,84,0.8,Flavours,Regular syrup,Chocolate syrup,1.6
29565,2025-02-21,16:55:05,1,8,Hell's Kitchen,51,3,Tea,Brewed Black tea,Earl Grey Lg,3
29091,2025-02-21,7:13:48,1,5,Lower Manhattan,22,2,Coffee,Drip coffee,Our Old Time Diner Blend Sm,2
29262,2025-02-21,9:29:40,2,8,Hell's Kitchen,46,2.5,Tea,Brewed Green tea,Serenity Green Tea Rg,5
29342,2025-02-21,10:14:51,2,8,Hell's Kitchen,41,4.25,Coffee,Barista Espresso,Cappuccino Lg,8.5
29248,2025-02-21,9:22:04,1,3,Astoria,47,3,Tea,Brewed Green tea,Serenity Green Tea Lg,3
29445,2025-02-21,12:15:17,2,3,Astoria,64,0.8,Flavours,Regular syrup,Hazelnut syrup,1.6
29519,2025-02-21,14:30:13,1,5,Lower Manhattan,72,3.25,Bakery,Scone,Ginger Scone,3.25
29171,2025-02-21,8:35:08,2,8,Hell's Kitchen,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm,4.4
29487,2025-02-21,13:41:02,1,8,Hell's Kitchen,9,22.5,Coffee beans,Organic Beans,Organic Decaf Blend,22.5
29369,2025-02-21,10:28:19,2,3,Astoria,63,0.8,Flavours,Regular syrup,Carmel syrup,1.6
29597,2025-02-21,18:07:07,1,5,Lower Manhattan,45,3,Tea,Brewed herbal tea,Peppermint Lg,3
29403,2025-02-21,10:50:14,1,5,Lower Manhattan,72,3.25,Bakery,Scone,Ginger Scone,3.25
29158,2025-02-21,8:29:44,1,3,Astoria,71,3.75,Bakery,Pastry,Chocolate Croissant,3.75
29628,2025-02-21,19:58:19,2,3,Astoria,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm,4.4
29222,2025-02-21,9:08:17,1,3,Astoria,13,8.95,Loose Tea,Black tea,English Breakfast,8.95
29115,2025-02-21,8:02:51,2,8,Hell's Kitchen,30,3,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,6
29521,2025-02-21,14:49:45,2,8,Hell's Kitchen,45,3,Tea,Brewed herbal tea,Peppermint Lg,6
29296,2025-02-21,9:52:30,2,3,Astoria,48,2.5,Tea,Brewed Black tea,English Breakfast Rg,5
29169,2025-02-21,8:33:58,1,3,Astoria,6,21,Coffee beans,Gourmet Beans,Ethiopia,21
29635,2025-02-21,20:36:32,2,8,Hell's Kitchen,65,0.8,Flavours,Sugar free syrup,Sugar Free Vanilla syrup,1.6
29401,2025-02-21,10:47:43,1,8,Hell's Kitchen,55,4,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,4
29611,2025-02-21,18:50:32,2,3,Astoria,28,2,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,4
29238,2025-02-21,9:17:00,3,5,Lower Manhattan,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg,7.5
29087,2025-02-21,7:08:47,1,5,Lower Manhattan,47,3,Tea,Brewed Green tea,Serenity Green Tea Lg,3
29588,2025-02-21,17:45:09,2,3,Astoria,42,2.5,Tea,Brewed herbal tea,Lemon Grass Rg,5
29295,2025-02-21,9:51:23,1,3,Astoria,55,4,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,4
29261,2025-02-21,9:29:37,2,3,Astoria,64,0.8,Flavours,Regular syrup,Hazelnut syrup,1.6
29483,2025-02-21,13:35:18,2,5,Lower Manhattan,22,2,Coffee,Drip coffee,Our Old Time Diner Blend Sm,4
29612,2025-02-21,18:51:41,1,8,Hell's Kitchen,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,3.75
30216,2025-02-22,19:43:28,1,8,Hell's Kitchen,22,2,Coffee,Drip coffee,Our Old Time Diner Blend Sm,2
29918,2025-02-22,11:16:51,1,8,Hell's Kitchen,44,2.5,Tea,Brewed herbal tea,Peppermint Rg,2.5
29744,2025-02-22,8:07:47,2,5,Lower Manhattan,38,3.75,Coffee,Barista Espresso,Latte,7.5
30085,2025-02-22,15:43:25,2,5,Lower Manhattan,52,2.5,Tea,Brewed Chai tea,Traditional Blend Chai Rg,5
30072,2025-02-22,15:24:37,1,8,Hell's Kitchen,33,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg,3.5
29929,2025-02-22,11:27:14,2,3,Astoria,35,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg,6.2
30074,2025-02-22,15:25:30,1,5,Lower Manhattan,64,0.8,Flavours,Regular syrup,Hazelnut syrup,0.8
29822,2025-02-22,9:16:04,1,8,Hell's Kitchen,78,4.5,Bakery,Scone,Scottish Cream Scone ,4.5
29931,2025-02-22,11:29:53,1,8,Hell's Kitchen,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,4.75
30178,2025-02-22,18:11:28,1,8,Hell's Kitchen,53,3,Tea,Brewed Chai tea,Traditional Blend Chai Lg,3
30179,2025-02-22,18:18:24,2,3,Astoria,34,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm,4.9
29897,2025-02-22,10:49:21,1,5,Lower Manhattan,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,4.5
29771,2025-02-22,8:27:13,2,5,Lower Manhattan,64,0.8,Flavours,Regular syrup,Hazelnut syrup,1.6
29994,2025-02-22,13:10:00,1,3,Astoria,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg,2.5
30056,2025-02-22,14:55:40,2,3,Astoria,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,9.5
29750,2025-02-22,8:15:47,1,5,Lower Manhattan,77,3,Bakery,Scone,Oatmeal Scone,3
30169,2025-02-22,17:57:28,1,8,Hell's Kitchen,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg,2.5
30174,2025-02-22,18:05:48,2,8,Hell's Kitchen,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,7.5
29726,2025-02-22,7:50:03,1,5,Lower Manhattan,75,3.5,Bakery,Pastry,Croissant,3.5
30126,2025-02-22,16:47:10,1,3,Astoria,71,3.75,Bakery,Pastry,Chocolate Croissant,3.75
29914,2025-02-22,11:10:10,2,3,Astoria,23,2.5,Coffee,Drip coffee,Our Old Time Diner Blend Rg,5
29741,2025-02-22,8:03:44,2,8,Hell's Kitchen,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,7.5
29642,2025-02-22,6:02:09,2,5,Lower Manhattan,65,0.8,Flavours,Sugar free syrup,Sugar Free Vanilla syrup,1.6
30192,2025-02-22,18:39:18,2,3,Astoria,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,5.1
29710,2025-02-22,7:37:46,1,3,Astoria,47,3,Tea,Brewed Green tea,Serenity Green Tea Lg,3
29793,2025-02-22,8:39:54,1,3,Astoria,73,3.75,Bakery,Pastry,Almond Croissant,3.75
29695,2025-02-22,7:13:54,1,5,Lower Manhattan,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,4.5
29703,2025-02-22,7:23:20,1,8,Hell's Kitchen,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm,2.2
30090,2025-02-22,15:46:34,1,5,Lower Manhattan,78,4.5,Bakery,Scone,Scottish Cream Scone ,4.5
29669,2025-02-22,6:56:01,2,8,Hell's Kitchen,37,3,Coffee,Barista Espresso,Espresso shot,6
29785,2025-02-22,8:34:34,1,5,Lower Manhattan,69,3.25,Bakery,Biscotti,Hazelnut Biscotti,3.25
29730,2025-02-22,7:56:07,1,3,Astoria,26,3,Coffee,Organic brewed coffee,Brazilian Rg,3
29722,2025-02-22,7:48:46,2,8,Hell's Kitchen,34,2.45,Coffee,Premium brewed coffee,Jamaican Coffee River Sm,4.9
29884,2025-02-22,10:28:40,1,8,Hell's Kitchen,71,3.75,Bakery,Pastry,Chocolate Croissant,3.75
29721,2025-02-22,7:48:16,2,3,Astoria,39,4.25,Coffee,Barista Espresso,Latte Rg,8.5
30028,2025-02-22,14:09:54,1,8,Hell's Kitchen,33,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg,3.5
30202,2025-02-22,19:07:02,2,8,Hell's Kitchen,50,2.5,Tea,Brewed Black tea,Earl Grey Rg,5
29899,2025-02-22,10:49:21,1,5,Lower Manhattan,8,45,Coffee beans,Premium Beans,Civet Cat,45
30087,2025-02-22,15:45:08,2,8,Hell's Kitchen,26,3,Coffee,Organic brewed coffee,Brazilian Rg,6
30184,2025-02-22,18:22:24,1,5,Lower Manhattan,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,2.55
30188,2025-02-22,18:28:00,3,5,Lower Manhattan,30,3,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,9
30109,2025-02-22,16:28:54,1,8,Hell's Kitchen,45,3,Tea,Brewed herbal tea,Peppermint Lg,3
29904,2025-02-22,10:55:40,2,5,Lower Manhattan,51,3,Tea,Brewed Black tea,Earl Grey Lg,6
29650,2025-02-22,6:15:51,1,5,Lower Manhattan,73,3.75,Bakery,Pastry,Almond Croissant,3.75
30060,2025-02-22,15:08:39,2,8,Hell's Kitchen,47,3,Tea,Brewed Green tea,Serenity Green Tea Lg,6
30209,2025-02-22,19:24:55,1,3,Astoria,28,2,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,2
29646,2025-02-22,6:07:01,2,5,Lower Manhattan,31,2.2,Coffee,Gourmet brewed coffee,Ethiopia Sm,4.4
30121,2025-02-22,16:44:19,2,3,Astoria,36,3.75,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,7.5
30210,2025-02-22,19:26:11,2,3,Astoria,45,3,Tea,Brewed herbal tea,Peppermint Lg,6
29805,2025-02-22,8:52:34,2,8,Hell's Kitchen,24,3,Coffee,Drip coffee,Our Old Time Diner Blend Lg,6
30452,2025-02-23,10:03:43,1,8,Hell's Kitchen,38,3.75,Coffee,Barista Espresso,Latte,3.75
30595,2025-02-23,14:00:13,2,5,Lower Manhattan,49,3,Tea,Brewed Black tea,English Breakfast Lg,6
30276,2025-02-23,7:08:50,2,5,Lower Manhattan,48,2.5,Tea,Brewed Black tea,English Breakfast Rg,5
30602,2025-02-23,14:15:16,1,8,Hell's Kitchen,41,4.25,Coffee,Barista Espresso,Cappuccino Lg,4.25
30291,2025-02-23,7:18:24,2,3,Astoria,50,2.5,Tea,Brewed Black tea,Earl Grey Rg,5
30591,2025-02-23,14:00:07,1,5,Lower Manhattan,87,2.1,Coffee,Barista Espresso,Ouro Brasileiro shot,2.1
30597,2025-02-23,14:00:44,1,3,Astoria,78,4.5,Bakery,Scone,Scottish Cream Scone ,4.5
30302,2025-02-23,7:27:56,1,8,Hell's Kitchen,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,2.55
30734,2025-02-23,18:11:09,2,3,Astoria,25,2.2,Coffee,Organic brewed coffee,Brazilian Sm,4.4
30723,2025-02-23,17:49:08,1,5,Lower Manhattan,29,2.5,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,2.5
30352,2025-02-23,8:21:47,1,5,Lower Manhattan,69,3.25,Bakery,Biscotti,Hazelnut Biscotti,3.25
30297,2025-02-23,7:23:19,1,8,Hell's Kitchen,19,6.4,Packaged Chocolate,Drinking Chocolate,Dark chocolate,6.4
30555,2025-02-23,12:25:22,1,8,Hell's Kitchen,51,3,Tea,Brewed Black tea,Earl Grey Lg,3
30416,2025-02-23,9:25:19,1,5,Lower Manhattan,75,3.5,Bakery,Pastry,Croissant,3.5
30699,2025-02-23,17:00:49,1,8,Hell's Kitchen,69,3.25,Bakery,Biscotti,Hazelnut Biscotti,3.25
30379,2025-02-23,8:59:38,1,5,Lower Manhattan,35,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg,3.1
30429,2025-02-23,9:44:29,1,5,Lower Manhattan,21,13.33,Packaged Chocolate,Drinking Chocolate,Chili Mayan,13.33
30231,2025-02-23,6:33:54,3,5,Lower Manhattan,45,3,Tea,Brewed herbal tea,Peppermint Lg,9
30299,2025-02-23,7:26:01,1,8,Hell's Kitchen,54,2.5,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,2.5
30559,2025-02-23,12:31:50,3,5,Lower Manhattan,51,3,Tea,Brewed Black tea,Earl Grey Lg,9
30706,2025-02-23,17:21:36,2,3,Astoria,50,2.5,Tea,Brewed Black tea,Earl Grey Rg,5
