Client ID,Last purchased date,Item name,last_purchase_stage,Purchased product category,Purchased product subcategory,Purchased coach,Item Total,acquisition_date
100000000,2024-09-27,10 Semi Private (1:2 Lesson)  w/ Jasper Park,lesson,lesson,10 group lesson,Jasper Park,2380.0,2024-09-27
100000000,2024-10-07,100 Practice Credits,practice,practice,100 practice,others,0.0,2024-09-27
100000000,2024-10-07,20 Lesson Pack (Jasper Park),lesson,lesson,20 lesson,Jasper Park,0.0,2024-09-27
100000001,2024-12-16,Trial Lesson w/ Jasper,trial,trial,Trial lesson,Jasper Park,0.0,2024-12-16
100000004,2024-10-07,10 Practice Credits,practice,practice,10 practice,others,156.96,2024-10-07
100000004,2024-10-07,20 Lesson Pack (Jiali Khee.),lesson,lesson,20 lesson,Jiali Khee,1853.0,2024-10-07
100000004,2024-10-07,25 Practice Credits,practice,practice,25 practice,others,408.75,2024-10-07
100000004,2025-01-02,50 Lesson Pack  (Jiali Khee),lesson,lesson,50 lesson,Jiali Khee,0.0,2024-10-07
100000004,2025-03-17,Group Trial Jiali,trial,trial,Group Trial,Jiali Khee,196.2,2024-10-07
100000005,2024-11-13,100 Practice Credits,practice,practice,100 practice,others,0.0,2024-11-13
100000005,2024-12-09,10 Lesson Pack (Jasper  Park),lesson,lesson,10 lesson,Jasper Park,0.0,2024-11-13
100000005,2024-12-09,30 Mins 1:1 Lesson W/ Aiko H,lesson,lesson,30 mins lesson,Aiko H,0.0,2024-11-13
100000005,2024-12-09,30 Mins 1:1 Lesson W/ Jasper,lesson,lesson,30 mins lesson,Jasper Park,0.0,2024-11-13
100000005,2024-12-09,Trial Lesson w/ Jasper,trial,trial,Trial lesson,Jasper Park,0.0,2024-11-13
100000005,2025-02-08,Trial Lesson W/ Johnson Poh,trial,trial,Trial lesson,Johnson Poh,119.9,2024-11-13
100000005,2025-03-05,Trial Lesson W/ Joey Poh,trial,trial,Trial lesson,Joey Poh,119.9,2024-11-13
100000005,2025-05-04,30 Mins 1:1 Lesson W/ Joey Poh,lesson,lesson,30 mins lesson,Joey Poh,119.9,2024-11-13
100000005,2025-06-08,30 Mins 1:1 Lesson W/ Johnson Poh,lesson,lesson,30 mins lesson,Johnson Poh,119.9,2024-11-13
100000006,2024-10-16,10 Lesson Pack  (Johnson Poh),lesson,lesson,10 lesson,Johnson Poh,0.0,2024-10-16
100000006,2024-10-16,10 Practice Credits,practice,practice,10 practice,others,0.0,2024-10-16
100000007,2024-12-09,50 Lesson Pack (Jasper Park),lesson,lesson,50 lesson,Jasper Park,0.0,2024-12-09
100000007,2024-12-09,Trial Lesson W/ Joey Poh,trial,trial,Trial lesson,Joey Poh,0.0,2024-12-09
100000007,2024-12-09,Trial Lesson W/ Paul F,trial,trial,Trial lesson,Paul Finch,0.0,2024-12-09
100000007,2024-12-09,Trial Lesson w/ Jasper,trial,trial,Trial lesson,Jasper Park,0.0,2024-12-09
100000007,2024-12-30,100 Practice Credits,practice,practice,100 practice,others,0.0,2024-12-09
100000007,2025-01-05,30 Mins 1:1 Lesson W/ Joey Poh,lesson,lesson,30 mins lesson,Joey Poh,119.9,2024-12-09
100000007,2025-02-18,30 Mins 1:1 Lesson W/ Joey Poh,lesson,lesson,30 mins lesson,Joey Poh,119.9,2024-12-09
100000007,2025-03-02,10 Lesson Pack (Jiali Khee.),lesson,lesson,10 lesson,Jiali Khee,0.0,2024-12-09
100000007,2025-04-03,Trial Lesson W/ Desmond Tan,trial,trial,Trial lesson,Desmond Tan,0.0,2024-12-09
100000007,2025-04-15,Trial Lesson W/ Son Gunwoo,trial,trial,Trial lesson,Son Gunwoo,59.95,2024-12-09
100000008,2024-10-16,100 Practice Credits,practice,practice,100 practice,others,0.0,2024-10-16
100000008,2025-04-09,Trial Lesson W/ Son Gunwoo,trial,trial,Trial lesson,Son Gunwoo,59.95,2024-10-16
100000009,2024-10-21,10 Practice Credits,practice,practice,10 practice,others,0.0,2024-10-21
100000010,2024-10-21,10 Practice Credits,practice,practice,10 practice,others,0.0,2024-10-21
100000010,2025-02-08,25 Practice Credits,practice,practice,25 practice,others,408.75,2024-10-21
100000011,2024-10-21,25 Practice Credits,practice,practice,25 practice,others,0.0,2024-10-21
100000012,2024-10-21,10 Lesson Pack (Paul Finch),lesson,lesson,10 lesson,Paul Finch,0.0,2024-10-21
100000012,2024-10-21,10 Practice Credits,practice,practice,10 practice,others,0.0,2024-10-21
100000012,2025-01-03,10 Practice Credits,practice,practice,10 practice,others,174.4,2024-10-21
100000012,2025-02-16,30 Mins Practice Credit,practice,practice,30 mins practice,others,21.8,2024-10-21
100000013,2024-10-21,10 Lesson Pack (Jasper  Park),lesson,lesson,10 lesson,Jasper Park,0.0,2024-10-21
100000013,2024-10-21,10 Practice Credits,practice,practice,10 practice,others,0.0,2024-10-21
100000014,2024-10-21,100 Practice Credits,practice,practice,100 practice,others,0.0,2024-10-21
100000015,2024-10-21,10 Lesson Pack  (Johnson Poh),lesson,lesson,10 lesson,Johnson Poh,0.0,2024-10-21
100000016,2024-10-21,Trial Lesson w/ Jasper,trial,trial,Trial lesson,Jasper Park,0.0,2024-10-21
100000017,2024-10-21,10 Practice Credits,practice,practice,10 practice,others,0.0,2024-10-21
100000019,2024-10-21,10 Practice Credits,practice,practice,10 practice,others,0.0,2024-10-21
100000019,2024-10-21,20 Lesson Pack  (Joey Poh),lesson,lesson,20 lesson,Joey Poh,0.0,2024-10-21
100000019,2025-04-28,10 Lesson Pack (Joey Poh.),lesson,lesson,10 lesson,Joey Poh,981.0,2024-10-21
100000020,2024-10-21,20 Lesson Pack  (Joey Poh),lesson,lesson,20 lesson,Joey Poh,0.0,2024-10-21
100000020,2024-10-21,50 Practice Credits,practice,practice,50 practice,others,0.0,2024-10-21
100000020,2024-11-15,10 Lesson Pack (Joey Poh.),lesson,lesson,10 lesson,Joey Poh,0.0,2024-10-21
100000020,2025-01-07,50 Practice Credits,practice,practice,50 practice,others,763.0,2024-10-21
100000022,2024-10-21,10 Practice Credits,practice,practice,10 practice,others,0.0,2024-10-21
100000023,2024-10-21,10 Practice Credits,practice,practice,10 practice,others,0.0,2024-10-21
100000024,2024-10-21,10 Practice Credits,practice,practice,10 practice,others,0.0,2024-10-21
100000024,2024-12-02,10 Practice Credits,practice,practice,10 practice,others,0.0,2024-10-21
100000025,2024-10-21,10 Practice Credits,practice,practice,10 practice,others,0.0,2024-10-21
100000026,2024-10-21,10 Practice Credits,practice,practice,10 practice,others,0.0,2024-10-21
100000026,2024-10-21,20 Lesson Pack (Johnson Poh),lesson,lesson,20 lesson,Johnson Poh,0.0,2024-10-21
100000026,2024-10-21,25 Practice Credits,practice,practice,25 practice,others,0.0,2024-10-21
100000026,2024-12-02,20 Lesson Pack (Johnson Poh),lesson,lesson,20 lesson,Johnson Poh,0.0,2024-10-21
100000026,2025-06-08,50 Practice Credits,practice,practice,50 practice,others,763.0,2024-10-21
100000027,2024-10-21,10 Practice Credits,practice,practice,10 practice,others,0.0,2024-10-21
100000029,2024-10-21,10 Practice Credits,practice,practice,10 practice,others,0.0,2024-10-21
100000029,2025-08-02,10 Practice Credits,practice,practice,10 practice,others,174.4,2024-10-21
100000029,2025-08-14,Golfzon 18 Holes - 3 Pax,play,play,Golfzon,others,196.2,2024-10-21
100000030,2024-10-21,10 Practice Credits,practice,practice,10 practice,others,0.0,2024-10-21
100000031,2024-10-21,100 Practice Credits,practice,practice,100 practice,others,0.0,2024-10-21
100000032,2024-10-21,10 Lesson Pack (Paul Finch),lesson,lesson,10 lesson,Paul Finch,0.0,2024-10-21
100000032,2024-10-21,25 Practice Credits,practice,practice,25 practice,others,0.0,2024-10-21
100000033,2024-10-21,25 Practice Credits,practice,practice,25 practice,others,0.0,2024-10-21
100000034,2024-10-21,10 Lesson Pack  (Johnson Poh),lesson,lesson,10 lesson,Johnson Poh,0.0,2024-10-21
100000034,2024-10-21,10 Practice Credits,practice,practice,10 practice,others,0.0,2024-10-21
100000035,2024-10-21,50 Practice Credits,practice,practice,50 practice,others,0.0,2024-10-21
100000036,2024-10-21,10 Practice Credits,practice,practice,10 practice,others,0.0,2024-10-21
100000037,2024-10-21,25 Practice Credits,practice,practice,25 practice,others,0.0,2024-10-21
100000038,2024-10-21,10 Practice Credits,practice,practice,10 practice,others,0.0,2024-10-21
100000038,2025-01-19,10 Practice Credits,practice,practice,10 practice,others,174.4,2024-10-21
100000039,2024-10-21,100 Practice Credits,practice,practice,100 practice,others,0.0,2024-10-21
100000040,2024-10-21,10 Practice Credits,practice,practice,10 practice,others,0.0,2024-10-21
100000040,2025-04-20,10 Practice Credits,practice,practice,10 practice,others,174.4,2024-10-21
100000041,2024-10-21,10 Practice Credits,practice,practice,10 practice,others,0.0,2024-10-21
100000041,2025-02-09,10 Practice Credits,practice,practice,10 practice,others,174.4,2024-10-21
100000041,2025-06-01,10 Practice Credits,practice,practice,10 practice,others,174.4,2024-10-21
100000042,2024-10-21,25 Practice Credits,practice,practice,25 practice,others,0.0,2024-10-21
100000043,2024-10-21,10 Practice Credits,practice,practice,10 practice,others,0.0,2024-10-21
100000044,2024-10-21,100 Practice Credits,practice,practice,100 practice,others,0.0,2024-10-21
100000045,2024-10-21,10 Practice Credits,practice,practice,10 practice,others,0.0,2024-10-21
100000046,2024-10-21,25 Practice Credits,practice,practice,25 practice,others,0.0,2024-10-21
100000046,2025-05-09,Trial Lesson W/ Desmond Tan,trial,trial,Trial lesson,Desmond Tan,59.95,2024-10-21
100000046,2025-06-05,10 Practice Credits,practice,practice,10 practice,others,174.4,2024-10-21
100000047,2024-10-21,10 Practice Credits,practice,practice,10 practice,others,0.0,2024-10-21
100000048,2024-10-21,25 Practice Credits,practice,practice,25 practice,others,0.0,2024-10-21
100000049,2024-10-21,10 Practice Credits,practice,practice,10 practice,others,0.0,2024-10-21
100000050,2024-10-21,25 Practice Credits,practice,practice,25 practice,others,0.0,2024-10-21
100000051,2024-10-21,10 Practice Credits,practice,practice,10 practice,others,0.0,2024-10-21
100000052,2024-10-21,25 Practice Credits,practice,practice,25 practice,others,0.0,2024-10-21
100000052,2024-12-20,25 Practice Credits,practice,practice,25 practice,others,0.0,2024-10-21
100000052,2025-01-02,10 Lesson Pack  (Johnson Poh),lesson,lesson,10 lesson,Johnson Poh,0.0,2024-10-21
100000052,2025-03-19,25 Practice Credits,practice,practice,25 practice,others,408.75,2024-10-21
100000054,2024-10-21,10 Practice Credits,practice,practice,10 practice,others,0.0,2024-10-21
100000055,2024-10-21,10 Practice Credits,practice,practice,10 practice,others,0.0,2024-10-21
100000056,2024-10-21,10 Lesson Pack (Jiali Khee.),lesson,lesson,10 lesson,Jiali Khee,0.0,2024-10-21
100000056,2024-10-21,25 Practice Credits,practice,practice,25 practice,others,0.0,2024-10-21
100000056,2025-03-17,60 Mins Practise,practice,practice,60 mins practice,others,43.6,2024-10-21
100000056,2025-05-04,60 Mins Practise,practice,practice,60 mins practice,others,43.6,2024-10-21
100000059,2024-10-21,10 Practice Credits,practice,practice,10 practice,others,0.0,2024-10-21
100000060,2024-10-21,10 Practice Credits,practice,practice,10 practice,others,0.0,2024-10-21
100000061,2024-10-21,10 Practice Credits,practice,practice,10 practice,others,0.0,2024-10-21
100000061,2024-12-27,25 Practice Credits,practice,practice,25 practice,others,0.0,2024-10-21
100000064,2024-11-15,10 Lesson Pack  (Johnson Poh),lesson,lesson,10 lesson,Johnson Poh,0.0,2024-11-15
100000064,2024-11-15,10 Semi Private (1:2 Lesson) w/ Johnson Poh,lesson,lesson,10 group lesson,Johnson Poh,0.0,2024-11-15
100000064,2024-11-15,100 Practice Credits,practice,practice,100 practice,others,0.0,2024-11-15
100000064,2025-01-19,20 Lesson Pack (Johnson Poh),lesson,lesson,20 lesson,Johnson Poh,1853.0,2024-11-15
100000064,2025-08-09,100 Practice Credits,practice,practice,100 practice,others,1133.6,2024-11-15
100000064,2025-08-09,50 Lesson Pack  (Johnson Poh),lesson,lesson,50 lesson,Johnson Poh,4360.0,2024-11-15
100000065,2024-10-21,20 Lesson Pack (Jiali Khee.),lesson,lesson,20 lesson,Jiali Khee,0.0,2024-10-21
100000065,2024-10-21,25 Practice Credits,practice,practice,25 practice,others,0.0,2024-10-21
100000065,2025-01-23,25 Practice Credits,practice,practice,25 practice,others,408.75,2024-10-21
100000065,2025-02-05,10 Lesson Pack (Jiali Khee.),lesson,lesson,10 lesson,Jiali Khee,981.0,2024-10-21
100000065,2025-04-26,25 Practice Credits,practice,practice,25 practice,others,408.75,2024-10-21
100000065,2025-07-11,10 Lesson Pack (Jiali Khee.),lesson,lesson,10 lesson,Jiali Khee,981.0,2024-10-21
100000065,2025-07-11,25 Practice Credits,practice,practice,25 practice,others,367.88,2024-10-21
100000066,2024-10-21,10 Practice Credits,practice,practice,10 practice,others,0.0,2024-10-21
100000067,2024-10-21,10 Practice Credits,practice,practice,10 practice,others,0.0,2024-10-21
100000068,2024-10-21,10 Practice Credits,practice,practice,10 practice,others,0.0,2024-10-21
100000069,2024-10-21,50 Practice Credits,practice,practice,50 practice,others,0.0,2024-10-21
100000070,2024-10-21,100 Practice Credits,practice,practice,100 practice,others,0.0,2024-10-21
100000071,2024-10-21,25 Practice Credits,practice,practice,25 practice,others,0.0,2024-10-21
100000071,2024-10-21,30 Mins 1:1 Lesson W/ Johnson Poh,lesson,lesson,30 mins lesson,Johnson Poh,0.0,2024-10-21
100000072,2024-10-21,10 Practice Credits,practice,practice,10 practice,others,0.0,2024-10-21
100000073,2024-10-21,20 Lesson Pack (Kim On You),lesson,lesson,20 lesson,Kim On You,0.0,2024-10-21
100000073,2024-10-21,50 Practice Credits,practice,practice,50 practice,others,0.0,2024-10-21
100000074,2024-10-21,10 Practice Credits,practice,practice,10 practice,others,0.0,2024-10-21
100000075,2024-10-21,25 Practice Credits,practice,practice,25 practice,others,0.0,2024-10-21
100000076,2024-10-21,10 Lesson Pack  (Johnson Poh),lesson,lesson,10 lesson,Johnson Poh,0.0,2024-10-21
100000076,2024-10-21,10 Practice Credits,practice,practice,10 practice,others,0.0,2024-10-21
100000077,2024-10-21,10 Practice Credits,practice,practice,10 practice,others,0.0,2024-10-21
100000078,2024-10-21,10 Practice Credits,practice,practice,10 practice,others,0.0,2024-10-21
100000078,2024-12-27,10 Practice Credits,practice,practice,10 practice,others,0.0,2024-10-21
100000078,2025-03-18,10 Practice Credits,practice,practice,10 practice,others,174.4,2024-10-21
100000079,2024-10-21,25 Practice Credits,practice,practice,25 practice,others,0.0,2024-10-21
100000079,2025-05-01,10 Practice Credits,practice,practice,10 practice,others,174.4,2024-10-21
100000080,2024-10-21,10 Practice Credits,practice,practice,10 practice,others,0.0,2024-10-21
100000081,2024-10-21,10 Practice Credits,practice,practice,10 practice,others,0.0,2024-10-21
100000081,2025-03-21,60 Mins Practise,practice,practice,60 mins practice,others,87.2,2024-10-21
100000082,2024-10-21,10 Practice Credits,practice,practice,10 practice,others,0.0,2024-10-21
100000082,2025-08-12,10 Practice Credits,practice,practice,10 practice,others,174.4,2024-10-21
100000083,2024-10-21,10 Practice Credits,practice,practice,10 practice,others,0.0,2024-10-21
100000084,2024-10-21,10 Lesson Pack (Jasper  Park),lesson,lesson,10 lesson,Jasper Park,0.0,2024-10-21
100000084,2024-10-21,10 Practice Credits,practice,practice,10 practice,others,0.0,2024-10-21
100000085,2024-10-21,10 Practice Credits,practice,practice,10 practice,others,0.0,2024-10-21
100000086,2024-10-21,25 Practice Credits,practice,practice,25 practice,others,0.0,2024-10-21
100000086,2025-02-12,25 Practice Credits,practice,practice,25 practice,others,408.75,2024-10-21
100000086,2025-04-04,25 Practice Credits,practice,practice,25 practice,others,408.75,2024-10-21
100000086,2025-05-08,25 Practice Credits,practice,practice,25 practice,others,408.75,2024-10-21
100000086,2025-06-15,50 Practice Credits,practice,practice,50 practice,others,0.0,2024-10-21
100000087,2024-10-21,10 Lesson Pack (Joey Poh.),lesson,lesson,10 lesson,Joey Poh,0.0,2024-10-21
100000087,2024-10-21,10 Practice Credits,practice,practice,10 practice,others,0.0,2024-10-21
100000088,2024-10-21,10 Practice Credits,practice,practice,10 practice,others,0.0,2024-10-21
100000088,2025-05-13,25 Practice Credits,practice,practice,25 practice,others,408.75,2024-10-21
100000089,2024-10-22,10 Practice Credits,practice,practice,10 practice,others,0.0,2024-10-22
100000089,2025-06-15,10 Practice Credits,practice,practice,10 practice,others,174.4,2024-10-22
100000090,2024-10-21,10 Practice Credits,practice,practice,10 practice,others,0.0,2024-10-21
100000091,2024-10-21,10 Practice Credits,practice,practice,10 practice,others,0.0,2024-10-21
100000092,2024-10-21,10 Practice Credits,practice,practice,10 practice,others,0.0,2024-10-21
100000092,2025-02-04,10 Practice Credits,practice,practice,10 practice,others,174.4,2024-10-21
100000092,2025-04-21,10 Practice Credits,practice,practice,10 practice,others,174.4,2024-10-21
100000094,2024-10-21,10 Practice Credits,practice,practice,10 practice,others,0.0,2024-10-21
100000094,2025-01-16,10 Practice Credits,practice,practice,10 practice,others,174.4,2024-10-21
100000095,2024-10-21,25 Practice Credits,practice,practice,25 practice,others,0.0,2024-10-21
100000095,2025-03-20,10 Practice Credits,practice,practice,10 practice,others,174.4,2024-10-21
100000096,2024-10-21,10 Practice Credits,practice,practice,10 practice,others,0.0,2024-10-21
100000096,2025-03-23,10 Practice Credits,practice,practice,10 practice,others,174.4,2024-10-21
100000097,2024-10-21,10 Practice Credits,practice,practice,10 practice,others,0.0,2024-10-21
100000098,2024-10-21,50 Lesson Pack (Jasper Park),lesson,lesson,50 lesson,Jasper Park,0.0,2024-10-21
100000098,2024-10-21,50 Practice Credits,practice,practice,50 practice,others,0.0,2024-10-21
100000099,2024-10-21,50 Practice Credits,practice,practice,50 practice,others,0.0,2024-10-21
100000099,2025-03-19,Trial Lesson W/ Son Gunwoo,trial,trial,Trial lesson,Son Gunwoo,119.9,2024-10-21
100000100,2024-10-21,10 Lesson Pack (Jasper  Park),lesson,lesson,10 lesson,Jasper Park,0.0,2024-10-21
100000100,2024-10-21,50 Practice Credits,practice,practice,50 practice,others,0.0,2024-10-21
100000101,2024-10-21,50 Practice Credits,practice,practice,50 practice,others,0.0,2024-10-21
100000103,2024-10-21,10 Practice Credits,practice,practice,10 practice,others,0.0,2024-10-21
100000104,2024-10-21,10 Practice Credits,practice,practice,10 practice,others,0.0,2024-10-21
100000105,2024-10-21,10 Practice Credits,practice,practice,10 practice,others,0.0,2024-10-21
100000106,2024-10-21,10 Practice Credits,practice,practice,10 practice,others,0.0,2024-10-21
100000106,2025-04-19,10 Practice Credits,practice,practice,10 practice,others,174.4,2024-10-21
100000107,2024-10-21,10 Practice Credits,practice,practice,10 practice,others,0.0,2024-10-21
100000108,2024-10-21,10 Lesson Pack  (Johnson Poh),lesson,lesson,10 lesson,Johnson Poh,0.0,2024-10-21
100000108,2024-10-21,10 Practice Credits,practice,practice,10 practice,others,0.0,2024-10-21
100000109,2024-10-21,10 Practice Credits,practice,practice,10 practice,others,0.0,2024-10-21
100000109,2025-03-03,10 Practice Credits,practice,practice,10 practice,others,174.4,2024-10-21
100000110,2024-10-21,25 Practice Credits,practice,practice,25 practice,others,0.0,2024-10-21
100000111,2024-10-21,100 Practice Credits,practice,practice,100 practice,others,0.0,2024-10-21
100000111,2024-10-21,50 Lesson Pack  (Johnson Poh),lesson,lesson,50 lesson,Johnson Poh,0.0,2024-10-21
100000112,2024-10-21,25 Practice Credits,practice,practice,25 practice,others,0.0,2024-10-21
100000113,2024-10-21,10 Practice Credits,practice,practice,10 practice,others,0.0,2024-10-21
100000113,2025-03-24,30 Mins Practice Credit,practice,practice,30 mins practice,others,21.8,2024-10-21
100000114,2024-10-21,10 Practice Credits,practice,practice,10 practice,others,0.0,2024-10-21
100000115,2024-10-21,10 Practice Credits,practice,practice,10 practice,others,0.0,2024-10-21
100000116,2024-10-21,10 Practice Credits,practice,practice,10 practice,others,0.0,2024-10-21
100000116,2025-03-29,10 Practice Credits,practice,practice,10 practice,others,174.4,2024-10-21
100000118,2024-10-21,10 Practice Credits,practice,practice,10 practice,others,0.0,2024-10-21
100000119,2024-10-21,25 Practice Credits,practice,practice,25 practice,others,0.0,2024-10-21
100000120,2024-10-21,25 Practice Credits,practice,practice,25 practice,others,0.0,2024-10-21
100000121,2024-10-21,10 Practice Credits,practice,practice,10 practice,others,0.0,2024-10-21
100000121,2024-12-14,10 Lesson Pack (Jiali Khee.),lesson,lesson,10 lesson,Jiali Khee,0.0,2024-10-21
100000121,2024-12-14,10 Practice Credits,practice,practice,10 practice,others,0.0,2024-10-21
100000122,2024-10-21,25 Practice Credits,practice,practice,25 practice,others,0.0,2024-10-21
100000122,2025-08-21,Golfzon 18 Holes - 2 Pax,play,play,Golfzon,others,130.8,2024-10-21
100000123,2024-10-21,10 Practice Credits,practice,practice,10 practice,others,0.0,2024-10-21
100000124,2024-10-21,10 Practice Credits,practice,practice,10 practice,others,0.0,2024-10-21
100000125,2024-10-21,10 Practice Credits,practice,practice,10 practice,others,0.0,2024-10-21
100000126,2024-10-21,10 Lesson Pack (Joey Poh.),lesson,lesson,10 lesson,Joey Poh,0.0,2024-10-21
100000126,2024-10-21,10 Practice Credits,practice,practice,10 practice,others,0.0,2024-10-21
100000127,2024-10-21,10 Practice Credits,practice,practice,10 practice,others,0.0,2024-10-21
100000128,2024-10-21,20 Lesson Pack (Johnson Poh),lesson,lesson,20 lesson,Johnson Poh,0.0,2024-10-21
100000128,2024-10-21,50 Practice Credits,practice,practice,50 practice,others,0.0,2024-10-21
100000129,2024-10-21,10 Practice Credits,practice,practice,10 practice,others,0.0,2024-10-21
100000129,2024-10-21,5 Semi Private (1:2 Lesson) w/ Jiali Khee,lesson,lesson,5 group lesson,Jiali Khee,0.0,2024-10-21
100000130,2024-10-21,10 Lesson Pack  (Johnson Poh),lesson,lesson,10 lesson,Johnson Poh,0.0,2024-10-21
100000130,2024-10-21,10 Practice Credits,practice,practice,10 practice,others,0.0,2024-10-21
100000131,2024-10-21,10 Practice Credits,practice,practice,10 practice,others,0.0,2024-10-21
100000131,2025-03-05,10 Practice Credits,practice,practice,10 practice,others,174.4,2024-10-21
100000131,2025-07-19,10 Practice Credits,practice,practice,10 practice,others,174.4,2024-10-21
100000132,2024-10-21,10 Practice Credits,practice,practice,10 practice,others,0.0,2024-10-21
100000132,2025-06-18,10 Practice Credits,practice,practice,10 practice,others,174.4,2024-10-21
100000133,2024-10-21,10 Practice Credits,practice,practice,10 practice,others,0.0,2024-10-21
100000134,2024-10-21,10 Practice Credits,practice,practice,10 practice,others,0.0,2024-10-21
100000135,2024-10-21,25 Practice Credits,practice,practice,25 practice,others,0.0,2024-10-21
100000135,2025-03-23,25 Practice Credits,practice,practice,25 practice,others,408.75,2024-10-21
100000136,2024-10-21,50 Lesson Pack  (Johnson Poh),lesson,lesson,50 lesson,Johnson Poh,0.0,2024-10-21
100000136,2024-10-21,50 Practice Credits,practice,practice,50 practice,others,0.0,2024-10-21
100000137,2024-10-21,10 Practice Credits,practice,practice,10 practice,others,0.0,2024-10-21
100000138,2024-10-21,10 Lesson Pack ( Aiko H),lesson,lesson,10 lesson,Aiko H,0.0,2024-10-21
100000138,2024-10-21,10 Practice Credits,practice,practice,10 practice,others,0.0,2024-10-21
100000139,2024-10-21,10 Lesson Pack (Jasper  Park),lesson,lesson,10 lesson,Jasper Park,0.0,2024-10-21
100000139,2024-10-21,10 Practice Credits,practice,practice,10 practice,others,0.0,2024-10-21
100000140,2024-10-21,10 Practice Credits,practice,practice,10 practice,others,0.0,2024-10-21
100000140,2025-08-14,10 Practice Credits,practice,practice,10 practice,others,174.4,2024-10-21
100000141,2025-07-03,30 Mins Practice Credit,practice,practice,30 mins practice,others,21.8,2025-07-03
100000142,2024-10-21,10 Semi Private (1:2 Lesson) w/ Aiko H,lesson,lesson,10 group lesson,Aiko H,0.0,2024-10-21
100000142,2024-10-21,25 Practice Credits,practice,practice,25 practice,others,0.0,2024-10-21
100000142,2024-10-22,10 Semi Private (1:2 Lesson) w/ Aiko H,lesson,lesson,10 group lesson,Aiko H,0.0,2024-10-21
100000142,2024-12-20,10 Lesson Pack ( Aiko H),lesson,lesson,10 lesson,Aiko H,0.0,2024-10-21
100000143,2024-10-21,10 Practice Credits,practice,practice,10 practice,others,0.0,2024-10-21
100000144,2024-10-21,25 Practice Credits,practice,practice,25 practice,others,0.0,2024-10-21
100000145,2024-10-21,100 Practice Credits,practice,practice,100 practice,others,0.0,2024-10-21
100000148,2024-10-21,25 Practice Credits,practice,practice,25 practice,others,0.0,2024-10-21
100000150,2024-10-21,100 Practice Credits,practice,practice,100 practice,others,0.0,2024-10-21
100000151,2024-10-21,10 Practice Credits,practice,practice,10 practice,others,0.0,2024-10-21
100000153,2024-10-21,10 Practice Credits,practice,practice,10 practice,others,0.0,2024-10-21
100000153,2025-02-16,25 Practice Credits,practice,practice,25 practice,others,408.75,2024-10-21
100000153,2025-04-09,10 Practice Credits,practice,practice,10 practice,others,174.4,2024-10-21
100000153,2025-04-30,10 Practice Credits,practice,practice,10 practice,others,174.4,2024-10-21
100000153,2025-05-09,10 Practice Credits,practice,practice,10 practice,others,174.4,2024-10-21
100000153,2025-05-23,25 Practice Credits,practice,practice,25 practice,others,408.75,2024-10-21
100000153,2025-06-08,25 Practice Credits,practice,practice,25 practice,others,408.75,2024-10-21
100000154,2024-10-21,10 Practice Credits,practice,practice,10 practice,others,0.0,2024-10-21
100000155,2024-10-21,10 Lesson Pack (Paul Finch),lesson,lesson,10 lesson,Paul Finch,0.0,2024-10-21
100000155,2024-10-21,10 Practice Credits,practice,practice,10 practice,others,0.0,2024-10-21
100000156,2024-10-21,10 Lesson Pack (Jasper  Park),lesson,lesson,10 lesson,Jasper Park,0.0,2024-10-21
100000157,2024-10-21,25 Practice Credits,practice,practice,25 practice,others,0.0,2024-10-21
100000158,2024-10-21,10 Practice Credits,practice,practice,10 practice,others,0.0,2024-10-21
100000159,2024-10-21,10 Lesson Pack ( Aiko H),lesson,lesson,10 lesson,Aiko H,0.0,2024-10-21
100000159,2024-10-21,50 Practice Credits,practice,practice,50 practice,others,0.0,2024-10-21
100000159,2025-02-10,10 Practice Credits,practice,practice,10 practice,others,148.24,2024-10-21
100000159,2025-02-10,20 Lesson Pack ( Aiko H),lesson,lesson,20 lesson,Aiko H,1853.0,2024-10-21
100000160,2024-10-21,10 Practice Credits,practice,practice,10 practice,others,0.0,2024-10-21
100000161,2024-12-27,20 Lesson Pack (Kim On You),lesson,lesson,20 lesson,Kim On You,0.0,2024-12-27
100000161,2025-01-12,50 Practice Credits,practice,practice,50 practice,others,0.0,2024-12-27
100000161,2025-01-19,20 Lesson Pack (Kim On You),lesson,lesson,20 lesson,Kim On You,1853.0,2024-12-27
100000162,2024-10-21,10 Practice Credits,practice,practice,10 practice,others,0.0,2024-10-21
100000163,2024-10-21,25 Practice Credits,practice,practice,25 practice,others,0.0,2024-10-21
100000164,2024-10-21,10 Lesson Pack  (Johnson Poh),lesson,lesson,10 lesson,Johnson Poh,0.0,2024-10-21
100000164,2024-10-21,10 Practice Credits,practice,practice,10 practice,others,0.0,2024-10-21
100000164,2025-02-06,10 Lesson Pack  (Johnson Poh),lesson,lesson,10 lesson,Johnson Poh,981.0,2024-10-21
100000164,2025-02-06,10 Practice Credits,practice,practice,10 practice,others,156.96,2024-10-21
100000164,2025-03-25,10 Lesson Pack  (Johnson Poh),lesson,lesson,10 lesson,Johnson Poh,981.0,2024-10-21
100000164,2025-03-25,50 Practice Credits,practice,practice,50 practice,others,686.7,2024-10-21
100000165,2024-10-21,100 Practice Credits,practice,practice,100 practice,others,0.0,2024-10-21
100000166,2024-10-21,100 Practice Credits,practice,practice,100 practice,others,0.0,2024-10-21
